RecordID,Timestamp,ConsumerID,Consumption_Liters,ConsumerType,Location
82533728,2023-10-26 17:53:27,6831,9480,Commercial,New Brett
92694464,2023-07-12 07:51:54,8362,2009,Industrial,Taylorport
61351661,2023-10-14 14:12:44,24368,2742,Commercial,South Brian
52976656,2023-08-26 01:49:59,89724,7763,Residential,New Mark
16223429,2023-03-24 14:29:56,12895,9136,Residential,Port Gregory
70575077,2023-09-24 21:05:05,26991,7458,Residential,Angelaland
69101366,2023-08-18 10:15:58,29145,6394,Commercial,Underwoodland
75069224,2023-04-27 10:25:20,65896,6717,Commercial,Markbury
35261785,2023-12-19 12:40:41,12017,7719,Commercial,Johnsonmouth
42917423,2023-09-02 07:18:57,14607,3591,Residential,West Kylestad
88050778,2023-08-24 03:06:51,93088,629,Residential,Williamstown
49375802,2023-04-10 11:21:08,95006,9139,Industrial,Stevensfort
30917029,2023-08-18 06:11:43,48815,4263,Industrial,Wrightberg
43293753,2023-10-05 22:40:18,56932,9804,Industrial,Patriciahaven
7616768,2023-10-17 14:21:29,3890,8916,Commercial,Samanthaland
41120514,2023-01-26 08:56:26,68205,9846,Commercial,Port Pamela
96340032,2023-01-20 04:57:48,87406,894,Industrial,Lewisfurt
87833348,2023-04-30 00:51:32,75187,4470,Residential,Larryburgh
28466547,2023-11-14 22:56:18,24494,5671,Commercial,West Martha
5243193,2023-08-04 09:19:07,56888,3219,Commercial,West Georgetown
4949245,2023-09-23 17:40:59,19467,762,Residential,Warrenmouth
52543521,2023-07-17 07:37:05,8818,1518,Industrial,Kayleemouth
9952958,2023-05-11 09:29:31,78980,138,Residential,West Lisaborough
50951870,2023-01-12 15:27:07,24095,2526,Industrial,West Jenna
50851435,2023-04-14 07:25:13,12595,1347,Residential,New Scottmouth
85499648,2023-02-10 05:14:05,75240,6840,Residential,Williamsborough
764116,2023-09-03 12:04:25,17493,9422,Commercial,Lake Charlene
56880651,2023-06-20 10:38:44,46126,5253,Commercial,West Gavinfurt
82949736,2023-05-26 06:07:49,87299,3858,Commercial,Lake Jenniferville
46292427,2023-06-01 20:02:10,58960,1579,Commercial,South Bobby
37904362,2023-09-04 06:33:26,26394,7831,Industrial,West Staceyfurt
85317377,2023-08-28 16:52:42,71522,6794,Residential,Christopherton
28793929,2023-10-07 11:01:18,74847,636,Commercial,Zacharymouth
7507182,2023-10-08 10:34:07,66025,7319,Residential,Port Andrewton
45905512,2023-06-20 07:25:14,761,9085,Commercial,Holmesland
1038063,2023-06-21 04:24:33,2910,7151,Industrial,Josephmouth
13553321,2023-10-01 13:04:48,10766,7945,Residential,Kimberlyberg
71825362,2023-03-09 16:32:21,92554,7169,Residential,Steventown
34552597,2023-07-06 03:52:35,86605,1771,Industrial,Fullerfurt
64647252,2023-05-10 18:34:39,5976,8399,Industrial,South Traceystad
89168485,2023-10-24 09:02:52,8737,3921,Residential,Spencerbury
82822138,2023-09-07 17:59:26,74691,6423,Commercial,West Amanda
37008758,2023-01-24 22:53:44,4237,8919,Industrial,Monroeton
42259983,2023-04-07 23:17:24,45793,797,Industrial,Mezashire
73876326,2023-11-08 04:40:51,93519,9318,Commercial,New Tammymouth
38961272,2023-12-07 03:37:08,15300,7038,Residential,North Theresa
76398790,2023-12-19 22:04:34,19454,5102,Residential,South Benjamin
12425211,2023-04-30 17:08:43,23604,2384,Residential,North Amber
4244364,2023-12-15 05:29:22,6305,7304,Industrial,Susanport
62300901,2023-11-15 06:23:04,80562,6393,Commercial,Alisonville
67130737,2023-04-12 11:01:13,27247,460,Residential,Sanchezhaven
11385032,2023-11-05 23:40:30,20017,877,Commercial,South David
76891086,2023-03-17 04:22:09,29141,4100,Industrial,Derrickview
77701178,2023-08-22 01:11:27,98289,7255,Industrial,Leehaven
7422938,2023-01-16 22:19:23,28340,4193,Industrial,East Melissa
48224900,2023-11-22 20:08:35,10722,8512,Residential,Samuelville
37965793,2023-04-23 09:27:18,89245,3019,Industrial,Lopezfort
642093,2023-11-25 22:32:30,30482,1273,Residential,Wilcoxfort
28026767,2023-10-21 22:50:22,74098,9660,Commercial,North Derekstad
35484777,2023-07-28 05:49:07,36943,8947,Commercial,East Ashleyland
86091032,2023-03-05 14:06:01,69201,714,Residential,Port Laurie
17721921,2023-09-02 06:12:04,26892,3535,Commercial,Leroyfurt
48646677,2023-02-11 13:09:41,79033,596,Residential,Nelsonfort
44655664,2023-06-13 08:06:26,80371,750,Residential,Robertburgh
35212184,2023-06-01 17:26:51,16749,9707,Industrial,Port Johnton
99235347,2023-07-05 07:15:21,85775,6649,Industrial,Shermanbury
22882209,2023-08-28 20:34:05,19147,961,Commercial,Lake Fernandobury
63232119,2023-08-07 23:50:02,53927,6514,Industrial,Jennifertown
47368180,2023-10-04 08:45:48,81171,6363,Industrial,Port Joeburgh
27198003,2023-08-03 04:10:09,33667,2266,Residential,Brownstad
45007882,2023-09-18 06:12:06,23650,6790,Residential,North Stephanie
16782854,2023-09-24 13:45:50,88265,1696,Residential,Johnsonland
91903924,2023-11-05 18:14:03,91089,4074,Residential,Port Nicholas
34593746,2023-02-07 15:37:22,57969,6577,Residential,Suttonborough
98374838,2023-12-24 10:45:24,99749,665,Industrial,Johnland
8692671,2023-09-12 10:59:31,48843,6275,Industrial,Clarkton
62272428,2023-12-03 01:04:39,97096,5640,Residential,Anthonyville
18162424,2023-09-24 21:28:40,7251,2446,Residential,New Jamieview
36396164,2023-05-04 07:20:09,34784,7569,Industrial,Lake Paulfurt
29808585,2023-09-20 00:03:50,96824,339,Commercial,West Gary
2691834,2023-10-07 16:36:27,28450,9520,Commercial,Damonland
48516073,2023-01-26 14:45:17,77075,2595,Commercial,Harveystad
81440643,2023-08-23 12:55:26,77046,6120,Residential,Williamtown
86817506,2023-02-06 16:39:15,85968,3278,Industrial,Garymouth
62578464,2023-03-30 16:08:33,39707,935,Industrial,Brianside
7690194,2023-03-29 05:01:57,4969,4572,Industrial,Whitemouth
38149055,2023-05-26 20:54:17,13035,9768,Industrial,Fosterland
15088981,2023-09-16 09:26:13,43946,9091,Industrial,Woodsstad
55601230,2023-06-12 09:45:38,18429,7620,Industrial,Langburgh
71813923,2023-07-11 23:57:04,83549,1915,Commercial,New Leah
60152454,2023-03-08 11:26:57,71007,2896,Commercial,North Richardmouth
24030962,2023-06-16 08:55:23,15837,6167,Residential,North Charlesberg
108991,2023-08-14 04:01:30,33991,2799,Residential,South Christina
70356921,2023-02-14 23:49:51,22330,6137,Industrial,Jonathanside
45007237,2023-08-28 15:06:21,88796,522,Residential,Adamsland
34071961,2023-10-13 12:55:42,6936,9380,Residential,Mollytown
93951734,2023-04-14 20:16:47,25169,5381,Industrial,Lake Virginiaside
9516554,2023-03-27 08:48:13,71664,5183,Residential,East Michellechester
5021196,2023-01-19 14:30:02,61776,4759,Industrial,Marthaport
25806448,2023-04-30 07:46:23,29382,4981,Industrial,West Bruce
9549985,2023-04-13 17:38:36,57963,7074,Industrial,South Stacey
54250077,2023-04-25 07:18:20,57043,4126,Industrial,Hoffmanville
85128491,2023-08-13 06:30:30,8733,4434,Residential,East Sylviaville
17352828,2023-06-06 13:11:15,6258,9846,Industrial,West Elizabethshire
66936182,2023-10-07 02:41:24,45530,8648,Residential,Lozanotown
20447337,2023-05-06 07:54:09,21277,752,Residential,Jessicaside
16157864,2023-02-21 05:41:55,94178,5379,Industrial,New Eric
17305766,2023-07-23 16:37:07,90819,1639,Residential,Keithtown
68787955,2023-05-25 04:43:22,15454,6810,Commercial,West Philip
16186409,2023-06-24 03:12:35,32803,6394,Industrial,Port Bretttown
2519096,2023-10-11 07:31:06,5999,3257,Residential,Whitestad
26106782,2023-11-25 12:49:55,76553,6420,Industrial,North Sheila
89945354,2023-03-09 02:51:29,63967,6958,Industrial,Elizabethberg
33593696,2023-06-18 08:28:17,37307,2173,Industrial,West Thomasside
37164691,2023-02-02 20:43:07,10149,1190,Residential,Scottmouth
8954348,2023-03-02 02:11:54,69997,8848,Residential,Raymondview
6930500,2023-02-05 04:47:26,50669,2013,Commercial,West Danielle
11936011,2023-03-30 16:59:25,8769,3716,Commercial,Nathanieltown
50139854,2023-03-11 09:29:27,81890,6908,Industrial,Dennisburgh
46772832,2023-03-20 07:10:14,13908,1976,Residential,Lake Kristinville
44764132,2023-08-02 23:22:59,23580,9094,Industrial,Port Calebbury
31907803,2023-04-08 03:11:44,61877,9850,Industrial,West Timothymouth
11757437,2023-10-25 19:20:34,78744,2015,Residential,Port Edwinville
46548377,2023-12-10 03:02:43,91373,8516,Industrial,Erinborough
41559559,2023-02-25 10:19:04,83941,1598,Industrial,South Josephchester
11680877,2023-07-13 10:47:08,82258,737,Industrial,North Taraside
82721050,2023-03-02 22:29:34,98546,9516,Industrial,Tranmouth
6984300,2023-12-27 10:09:36,36118,9195,Industrial,Port Steven
21728805,2023-01-11 23:35:58,92906,5417,Residential,South Thomas
57524982,2023-11-08 04:22:22,32950,8983,Industrial,Kristinside
76098150,2023-11-24 10:34:20,53040,8872,Industrial,Lawsontown
90544301,2023-12-21 20:56:12,31377,7397,Industrial,New Marcus
41535899,2023-07-25 12:12:57,22366,5157,Commercial,West Chadmouth
31028977,2023-09-05 03:07:46,43080,3037,Commercial,Andersonstad
31951553,2023-05-01 08:45:21,15691,2090,Commercial,East Andrewhaven
23508970,2023-01-11 16:13:22,8418,3864,Industrial,Shirleyfurt
2086044,2023-07-23 13:49:35,179,311,Commercial,Robertmouth
95203490,2023-10-22 06:17:57,76883,637,Industrial,Allisonstad
47210747,2023-04-22 13:14:50,47437,6789,Commercial,Mackenzieborough
60923833,2023-05-25 13:51:16,58856,9756,Commercial,Chadville
63856888,2023-06-09 01:26:52,92058,5219,Industrial,West Terrance
12902317,2023-08-29 20:16:15,13765,2976,Residential,West Susan
19044425,2023-08-26 06:16:58,50975,4376,Residential,Paultown
98366215,2023-05-18 08:25:06,59570,6369,Industrial,West Kristinatown
12448506,2023-12-15 05:36:11,18967,526,Industrial,South Caroline
69560292,2023-05-21 18:04:38,54687,7893,Commercial,West Curtismouth
72559355,2023-04-11 12:35:53,5995,5239,Residential,South Melissamouth
8647113,2023-10-16 04:49:17,87071,4778,Industrial,Kristenbury
25532603,2023-08-11 19:44:52,44212,2253,Residential,Ericstad
56214306,2023-07-03 19:04:43,88458,4508,Industrial,Lake Donald
27691441,2023-05-17 16:27:15,78482,8144,Industrial,East Rebecca
26046443,2023-10-06 16:32:43,26273,6899,Commercial,Port Blake
70545649,2023-01-14 01:01:34,70937,1380,Industrial,New Elizabethtown
55426900,2023-01-04 15:34:11,37275,5504,Commercial,South Danielfurt
5787871,2023-10-15 01:46:16,24402,9622,Residential,Jessicafort
25964168,2023-03-26 11:32:07,10819,3946,Residential,New Stephen
75919092,2023-06-23 03:26:02,76787,2039,Industrial,Wilkinsborough
93033877,2023-05-04 08:06:33,43127,8144,Residential,South Cathystad
68325799,2023-02-01 23:14:07,28245,6080,Industrial,East Christian
41615843,2023-12-24 14:16:00,51073,6564,Industrial,New Timothytown
57133334,2023-06-05 01:44:58,36313,5708,Commercial,Palmerside
77368776,2023-03-27 17:02:45,93998,3416,Industrial,Donnamouth
59543480,2023-01-13 13:20:35,95443,8020,Residential,Jacobside
92913236,2023-09-11 04:52:32,32747,3885,Industrial,Kellyburgh
56324130,2023-05-02 14:04:21,56243,5917,Industrial,Ashleyborough
89694008,2023-04-17 01:39:29,89742,8398,Industrial,North Evanside
67432763,2023-03-24 07:36:51,11405,8549,Residential,Johnsonmouth
75364569,2023-09-04 10:53:32,38706,10000,Industrial,Maryton
97236010,2023-09-05 12:01:52,51837,7162,Residential,Maloneborough
21811952,2023-09-05 01:35:31,17477,9965,Commercial,Hollandstad
59678165,2023-02-04 08:02:57,5757,6685,Industrial,South Jenniferburgh
14397810,2023-04-14 01:53:01,83157,2802,Commercial,New Paige
23071832,2023-07-04 20:48:24,21074,2048,Residential,North Ryan
8088057,2023-10-19 13:51:02,53837,752,Residential,New Katherine
13203623,2023-07-14 00:28:33,93751,3223,Industrial,Lake Jasontown
31835695,2023-11-30 04:02:45,51540,1404,Commercial,Castrohaven
49473630,2023-08-28 15:44:10,96057,8485,Residential,North Jonathan
45560010,2023-08-17 02:00:07,10630,4399,Residential,Hessport
8520785,2023-05-18 18:12:59,68359,5071,Commercial,West Williamfurt
74002221,2023-10-22 22:20:51,10850,1855,Residential,Lake Nathanielbury
29236786,2023-04-26 21:32:35,81240,1548,Commercial,East Danielhaven
21753125,2023-04-14 18:25:09,79886,4528,Industrial,East Robert
85377921,2023-05-02 11:00:37,2117,1012,Industrial,Turnerberg
111558,2023-02-10 17:09:10,7272,7801,Industrial,Suarezport
35919917,2023-02-01 02:28:00,52769,4347,Industrial,North Tanner
61605266,2023-08-12 11:03:14,31066,2288,Industrial,East William
44991818,2023-09-29 19:49:11,27646,9294,Commercial,Samanthaside
17650453,2023-04-25 03:00:53,37927,4879,Commercial,Gillespieville
58947525,2023-03-02 00:58:15,10275,189,Commercial,Kristintown
4555210,2023-01-13 08:10:11,43550,9518,Commercial,Montgomeryton
72622861,2023-05-09 04:56:44,57773,1116,Commercial,West Nicholasborough
96896296,2023-06-26 20:06:18,89636,2713,Industrial,Jenniferborough
90770166,2023-05-24 10:39:06,18307,9294,Industrial,Chadborough
38792332,2023-11-05 20:31:44,36684,8227,Commercial,Avilaville
47407686,2023-02-16 15:37:26,86430,4068,Commercial,Alisonburgh
69403064,2023-07-12 21:27:15,31542,1084,Industrial,West Ryan
51616693,2023-09-22 14:31:27,87504,5547,Residential,Port Kyle
3288,2023-02-06 04:37:50,11322,5546,Residential,Kelseytown
83345227,2023-05-03 02:52:43,10708,9192,Commercial,Dunntown
23812104,2023-11-05 13:11:20,25483,9268,Industrial,Thomasport
47055472,2023-10-12 16:41:55,16241,1063,Industrial,East Christina
29330535,2023-09-11 14:16:50,7529,7303,Residential,Port Jeffreyfort
17065972,2023-06-22 22:30:12,24395,7128,Residential,New Georgeland
52201605,2023-04-13 03:04:39,24607,8936,Industrial,East Patricia
88186383,2023-12-04 03:29:17,66585,6263,Commercial,Port Dorothyhaven
43359943,2023-04-26 14:22:31,89682,8238,Industrial,Gatesfurt
29637650,2023-09-24 20:25:42,82443,4832,Residential,Lake Antoniobury
52024720,2023-11-28 23:44:48,55453,5022,Residential,North Madison
50966344,2023-12-28 14:17:45,97431,1172,Industrial,Lake Markborough
90000165,2023-03-31 10:07:04,80913,8237,Residential,Lake Joshua
64328164,2023-11-15 17:36:25,37335,4210,Commercial,Murrayside
97392150,2023-03-09 00:10:34,23532,6068,Residential,Oliviafurt
90520393,2023-12-01 18:49:13,71041,8518,Industrial,Greenehaven
47695415,2023-04-23 17:00:54,13068,834,Commercial,South Jessicaton
34372622,2023-08-23 01:27:05,24559,7066,Residential,North Coreyview
51708703,2023-12-14 20:01:46,87157,2297,Commercial,East Ashleyborough
39028759,2023-06-13 05:16:40,34268,4456,Industrial,Arnoldshire
1720676,2023-07-04 17:38:17,59283,5745,Commercial,Stacyshire
19570317,2023-12-29 05:19:58,75312,9649,Residential,Leonardtown
2088255,2023-06-20 04:38:31,17606,9521,Commercial,Michelleville
48508739,2023-07-16 06:45:14,20790,8644,Residential,Carolland
82520864,2023-11-25 22:17:01,74475,5729,Residential,North Cynthia
65311889,2023-02-24 01:30:47,37851,6510,Residential,Destinyland
31544559,2023-10-02 17:54:42,23218,6716,Commercial,Tiffanymouth
65446856,2023-09-13 14:31:52,25410,7358,Residential,Donnashire
25788259,2023-01-02 04:58:00,29265,2716,Residential,Loriton
98918313,2023-12-04 12:12:27,43301,6156,Residential,Alexistown
74882830,2023-11-13 00:05:41,35550,4231,Commercial,West Kelly
55617570,2023-10-12 13:32:58,67711,3886,Residential,South Traceyberg
45070817,2023-09-17 03:29:58,67620,7434,Industrial,Port Robertton
27879145,2023-05-07 08:53:52,57772,1188,Commercial,Lake Meganberg
2446743,2023-04-03 14:56:04,67017,2570,Commercial,Kyleborough
72909038,2023-01-02 14:03:09,56819,4090,Commercial,Mccartychester
58203466,2023-07-26 08:29:20,34557,1823,Commercial,Smithmouth
40923968,2023-05-14 23:05:48,92122,3065,Industrial,New Christine
41424107,2023-10-09 10:58:05,73757,7963,Residential,East Steven
77728846,2023-11-05 04:07:17,29820,2254,Industrial,East Janetview
15971451,2023-09-10 12:47:57,82345,9573,Commercial,Rebeccaland
71402451,2023-02-26 18:41:18,45926,2655,Industrial,Sototon
48471319,2023-10-11 11:35:40,71002,1438,Residential,Bryanland
4373496,2023-11-12 05:25:32,65526,410,Commercial,South Sara
63947219,2023-11-28 15:52:52,29700,67,Commercial,Lake Derrickborough
94456788,2023-11-29 14:52:36,5356,1685,Commercial,West Desireeton
4303873,2023-06-26 03:07:10,97691,503,Residential,Port Frank
40964187,2023-05-28 01:22:24,28766,8163,Industrial,North Markland
86900214,2023-01-22 22:13:33,5927,2451,Residential,Port Keithland
56279273,2023-05-27 04:49:41,78143,6228,Residential,Richardland
9936788,2023-11-16 14:27:26,18037,3282,Commercial,Vincentborough
92789793,2023-07-17 02:02:44,20991,3025,Commercial,Lake Michelle
34990894,2023-01-21 10:24:48,31906,6511,Commercial,North Victor
39129707,2023-09-07 13:01:50,91863,4257,Residential,East Lindsey
1594087,2023-12-04 08:42:17,40745,4041,Industrial,Pollardside
25563673,2023-11-28 19:49:19,88998,4092,Commercial,Port Andrewfort
41902427,2023-11-05 16:11:39,40486,8086,Industrial,Adrienneton
847480,2023-06-20 16:20:03,61578,5019,Industrial,Pamelahaven
89931345,2023-02-05 09:39:58,58004,7309,Industrial,Jeffersonhaven
18733104,2023-12-14 23:00:05,49676,2070,Residential,Murrayhaven
83037950,2023-08-27 12:46:47,80511,4391,Commercial,Kristiefurt
87774956,2023-05-07 08:11:48,51397,476,Industrial,Port Stephanieberg
81774732,2023-12-27 05:17:53,48650,7362,Residential,Roberthaven
96289021,2023-06-07 17:55:09,43576,6620,Industrial,Nathanmouth
84597671,2023-02-20 11:53:25,42926,5929,Residential,East Hayden
39821231,2023-01-27 15:23:54,46680,6690,Commercial,Dyerborough
72103364,2023-02-21 09:33:50,133,1703,Commercial,Adkinsview
13135391,2023-12-12 06:48:30,84704,8824,Industrial,Kennedystad
97648511,2023-09-14 22:15:00,37252,6152,Industrial,Port Sarahfurt
13384962,2023-01-01 08:57:37,37937,495,Industrial,Hillmouth
20553002,2023-07-23 23:12:27,2543,5080,Residential,Danielton
11644632,2023-06-21 05:06:40,14323,3764,Industrial,Smithchester
86489229,2023-03-25 11:07:20,38023,8310,Residential,Walkerville
16843369,2023-10-01 05:17:26,38419,4172,Commercial,East Brian
45979639,2023-09-19 09:08:38,14172,3079,Industrial,Mckinneyborough
47991102,2023-09-24 18:44:52,27447,8848,Commercial,Swansonbury
53507250,2023-11-03 07:39:11,6390,3434,Commercial,West Brian
57952002,2023-12-24 16:43:05,41611,6796,Industrial,Michaelville
58072240,2023-10-19 10:58:03,62508,1563,Residential,Jerryburgh
55095263,2023-07-03 03:49:58,25671,194,Residential,Harperborough
29650588,2023-09-13 19:32:14,32150,572,Commercial,Morseville
33608033,2023-11-25 08:46:04,16687,2516,Industrial,Brianside
93847604,2023-10-13 12:47:58,71504,9902,Residential,Taylorhaven
86771733,2023-12-19 21:25:57,11978,3836,Commercial,Port Amber
94203750,2023-04-02 12:19:53,53685,4547,Commercial,East Angelaville
22924779,2023-01-09 14:46:22,332,4471,Residential,Nguyenchester
4267183,2023-11-27 21:27:24,62035,4912,Residential,West Robertton
8150714,2023-08-05 01:00:52,49900,4257,Industrial,Gordonberg
37333306,2023-12-19 22:08:35,59444,9825,Industrial,Sotobury
67868319,2023-07-14 20:52:36,70818,5821,Residential,South Sandra
64783447,2023-07-28 18:32:04,76917,6378,Residential,West Katherine
37001140,2023-08-27 03:01:37,95210,4452,Industrial,Davidhaven
7361696,2023-02-09 23:54:30,32706,4414,Commercial,Brownbury
74924779,2023-05-10 03:56:46,30903,1811,Residential,East Anthony
50829536,2023-03-12 15:15:59,1667,4541,Residential,Jacksonchester
96039301,2023-11-14 14:54:38,58081,7780,Residential,Smithport
97332417,2023-08-20 04:15:34,58570,6317,Commercial,Michelleton
63616112,2023-06-26 08:17:18,19847,4363,Industrial,South Annahaven
54562805,2023-06-09 15:51:40,80624,1304,Commercial,Williamchester
95014345,2023-02-01 23:24:42,36890,5267,Commercial,Matashire
69068906,2023-09-21 21:43:23,40508,3782,Industrial,South Peterbury
61321377,2023-11-08 14:58:59,50734,3607,Industrial,Jodimouth
12236887,2023-07-19 04:44:58,63416,9666,Commercial,North Bradleyton
64159391,2023-09-02 04:10:41,4244,2079,Commercial,Bryanfort
94012487,2023-01-25 23:00:54,36557,2161,Residential,New Marcusborough
51473896,2023-06-09 10:15:30,3999,4400,Industrial,Nancyfurt
60036532,2023-12-19 09:32:36,11902,6453,Commercial,Seanborough
66138335,2023-09-29 14:36:24,1695,1635,Industrial,South Johnathan
90515334,2023-08-29 22:31:36,72682,4571,Industrial,Ericbury
75662313,2023-02-17 03:58:26,8425,2229,Industrial,Port Geraldton
9273344,2023-12-27 11:27:03,13245,3181,Commercial,East Thomas
45783497,2023-05-25 07:34:13,29899,1351,Residential,West Michelle
98169189,2023-03-24 08:16:56,75741,9885,Industrial,Lake Thomasshire
24145317,2023-04-13 03:59:42,45307,8891,Commercial,Castroshire
24142761,2023-03-30 22:21:31,34034,9209,Industrial,Turnerview
47510691,2023-06-03 16:17:23,74246,7869,Commercial,East Robertberg
31232988,2023-12-16 11:06:39,56208,7402,Commercial,West Rubentown
15617785,2023-11-15 10:29:46,19270,4439,Commercial,Alimouth
1812694,2023-06-02 02:18:59,87706,3843,Industrial,Myerschester
69612441,2023-10-28 05:16:50,95753,8449,Industrial,Silvaton
34342809,2023-01-26 19:39:16,76345,8775,Commercial,Erinview
18298953,2023-07-20 09:18:31,4031,1179,Commercial,Lake Alyssaburgh
8848555,2023-03-13 00:14:46,19646,8983,Residential,Englishland
41867856,2023-06-27 03:32:35,19389,5853,Commercial,Liuton
29425438,2023-01-27 16:15:04,3734,271,Industrial,Mcintyremouth
44249889,2023-10-19 03:46:10,53215,5715,Industrial,Darrenfurt
68120238,2023-10-30 21:28:16,65477,4962,Commercial,Susanbury
65268860,2023-12-27 15:01:34,62922,4082,Industrial,Port Kelly
17618718,2023-11-05 16:52:18,39207,7751,Residential,Port Jason
11390348,2023-11-12 13:20:21,88863,367,Residential,South Ann
31595800,2023-03-19 16:38:07,2296,8088,Industrial,South Joannabury
61186032,2023-07-12 21:58:54,15626,2834,Residential,South Samuelbury
97586922,2023-05-19 12:40:40,59146,3019,Industrial,South Alexis
3706029,2023-12-20 19:40:40,39553,6261,Industrial,Holthaven
49561168,2023-07-09 19:38:15,74991,1161,Residential,Pamelafurt
72755854,2023-09-11 07:17:05,54436,8084,Residential,East Lance
45542010,2023-11-14 16:46:19,13884,8486,Residential,Danielview
68142896,2023-06-13 12:04:43,97804,3105,Commercial,Gomezmouth
7335069,2023-12-12 15:46:22,13340,2245,Residential,Andrewsport
51894939,2023-03-29 23:15:40,21817,7701,Commercial,East Paul
44336079,2023-01-01 09:53:52,3904,9374,Industrial,Port Stevenstad
39191322,2023-09-25 06:23:28,93491,3783,Commercial,Daviesfort
12134905,2023-02-22 02:45:17,53012,4747,Residential,Jamestown
98101832,2023-10-21 03:58:17,5388,9373,Industrial,Gainesberg
85694382,2023-04-16 12:46:16,20862,430,Commercial,Jacobmouth
57781542,2023-11-14 14:04:33,72018,5496,Commercial,Westmouth
94442154,2023-06-12 09:43:33,77604,7266,Industrial,New Arthur
55108464,2023-02-05 12:11:41,66026,2836,Industrial,Port Richard
11120192,2023-12-22 13:37:45,80390,1709,Residential,East Danahaven
24804926,2023-04-19 06:56:17,80767,5176,Commercial,East Eric
3372603,2023-06-11 21:22:41,92366,1550,Commercial,Halltown
11189941,2023-08-26 19:47:21,23127,3346,Residential,Donaldchester
77462137,2023-07-20 16:38:04,61390,1181,Residential,Jorgefort
96205963,2023-12-11 10:56:35,4122,7867,Residential,North Sandramouth
15429667,2023-05-12 16:46:03,80516,4511,Residential,East Kathytown
40869068,2023-11-19 09:11:11,68392,2380,Residential,Lake Robert
49884694,2023-06-18 16:35:53,69178,1617,Industrial,New Lisa
26065402,2023-11-29 09:42:56,38149,6923,Industrial,Hodgestad
9771027,2023-09-29 01:30:40,43532,1641,Industrial,Ericbury
95981427,2023-07-09 04:45:56,66302,2736,Residential,Dennisburgh
19899937,2023-03-10 11:57:08,9772,8936,Industrial,Carolside
52800552,2023-04-30 07:57:52,43926,9006,Residential,Chanport
97885534,2023-08-02 00:08:59,95067,3303,Commercial,New Kyleland
72659140,2023-02-05 02:55:28,33792,9912,Industrial,Micheleburgh
98353969,2023-08-16 20:01:14,39045,6008,Industrial,Lake Nancyborough
33755469,2023-03-05 19:36:32,96790,4520,Commercial,Anthonyborough
47280021,2023-06-11 10:26:55,69632,2367,Commercial,West Robertstad
97714022,2023-08-18 12:37:50,55423,69,Residential,Lake Wendyville
44017594,2023-02-06 19:39:10,12720,1092,Residential,Martinburgh
33593800,2023-06-01 01:59:34,75750,3468,Commercial,Choiville
48947421,2023-05-18 11:54:13,17450,3510,Industrial,Roseburgh
56157976,2023-04-25 23:14:38,17484,3070,Commercial,Mirandaton
71502526,2023-11-26 20:30:03,17294,222,Commercial,South Mitchell
41652180,2023-05-04 15:25:13,56892,9638,Residential,North Danielle
21899356,2023-11-25 00:25:53,24065,3083,Industrial,Bakerland
64812539,2023-03-11 19:08:35,65655,5381,Industrial,Aaronfurt
57906512,2023-09-13 19:27:49,11826,245,Commercial,North Robert
85067113,2023-05-16 22:29:07,90431,2297,Residential,Hallchester
3622905,2023-08-24 06:28:59,25471,238,Residential,South Samuelhaven
15245687,2023-06-03 23:49:41,18566,9983,Commercial,East Jessicaport
4128825,2023-02-12 18:07:05,32356,7464,Residential,Henryfurt
79352188,2023-07-07 18:51:04,88066,1067,Residential,West Valerie
10613735,2023-07-07 03:28:32,37942,6375,Industrial,Longton
35629741,2023-12-07 01:53:58,77500,9715,Industrial,Ramirezfort
8293859,2023-09-09 16:51:52,58566,569,Residential,East Davidtown
60420202,2023-06-09 03:48:54,98237,9789,Industrial,Lake Kurtville
98058673,2023-09-14 04:27:53,5433,6411,Residential,East Cynthiaport
42211933,2023-05-26 03:41:06,5876,2662,Commercial,Hoffmanside
6987311,2023-08-11 10:21:51,91815,4562,Commercial,Markborough
37566257,2023-03-09 09:59:54,16142,7062,Industrial,Lake Jamesview
72222215,2023-06-18 13:14:39,35490,9692,Residential,Aaronstad
93136361,2023-08-22 11:58:39,26227,974,Commercial,Lake Marcusville
74074711,2023-03-15 19:55:09,22321,884,Industrial,Edwardsburgh
71170479,2023-11-24 07:34:24,49129,1439,Commercial,North Dylanville
46672119,2023-10-11 00:17:11,26295,4517,Commercial,Kleinfort
69743543,2023-05-09 03:46:28,85778,9293,Commercial,Blackport
65061003,2023-01-20 04:50:28,99557,4424,Industrial,Autumnview
53775513,2023-02-28 03:23:17,10906,1870,Industrial,Deckerville
73653316,2023-04-12 17:01:44,43495,4971,Industrial,Stephenton
84931614,2023-07-10 06:54:33,45820,6708,Industrial,Jimenezborough
35344105,2023-03-20 01:21:15,29834,9031,Commercial,North Cameronfurt
30645468,2023-08-14 08:17:47,82496,5579,Residential,West Kentmouth
6419959,2023-01-15 03:51:32,9976,7969,Industrial,East David
7624605,2023-10-12 02:34:35,68917,2675,Residential,West Joseph
55692475,2023-05-30 17:14:21,2315,9416,Residential,Reneebury
15153706,2023-09-05 04:46:57,33613,5427,Residential,Mcgrathfurt
13710505,2023-09-12 08:56:08,96855,7237,Industrial,New Christopherstad
27865025,2023-10-23 00:49:51,48148,5159,Commercial,Gonzalezland
